,Location,Newspaper,Date,Text,URL,Language,Nationality_1,Name_1,Name,Nickname,Nationality,Profession,Body,Height_1,Height_2,Age_1,Age,Instrument,Man,Woman,Women,Men,Men_final,Women_final,Height,Reward,Reward_converted,Reward_amount
201,Louisiane,Le Courrier de la Louisiane,1809-10-11,"20 Dollars reward.
Went away from the subscriber, a negro named MACA [Nation
Poulard], about 40 years of age, 5 feet 3 inches high, very
reddish complexion and slim. The above reward will be paid
to the person bringing him back or lodging him in any jail of
this territory.
BOULIGNY.
October 11.",https://www.marronnage.info/fr/document.php?id=12564,en,[],['named MACA'],['maca'],[],[],[],[],['5  3'],"[5, 3]",['40 '],[40],[],[],[],[],[],[],[],[63],['20 dollars'],[489],[20]
202,Louisiane,Le Courrier de la Louisiane,1809-10-11,"Notice.
THE undersigned being convinced that his negro wench named
Rosine, Congo born, 21 or 22 years old and who ranaway
on the 2d Sept. last, is concealed by some person in town or its
suburbs, declares that soon after the said negro wench will be
arrested, he intends to make every possible investigation for
acquiring the proof of her having been concealed, and at all
events he renders responsible for all damages the person who
in affording her the means of concealing herself are liable to be
prosecuted according to law.
TAUREL.
October 11.",https://www.marronnage.info/fr/document.php?id=12565,en,[],[],[],[],[],[],[],[],[],['22 '],[22],[],[],"['wench', 'wench']",[],[],[],"[1, 1]",[],[],[],[]
203,Louisiane,Le Courrier de la Louisiane,1809-10-13,"Ranaway Negro.
WENT AWAY from the subscribers A NEGRO, yellowish
complexion [un negre rougeâtre], named WILLIAM, 5 feet 2
inches high, round face, speaks French and English, segar maker,
he had on when he went away a patched check shirt and a
striped velvet pantaloon, he had no hat on. Any persons apprehending
said negro and returning him to his owner, or lodging
him in jail will receive a generous reward.
Jacques Brabas [Braba].
October 13.",https://www.marronnage.info/fr/document.php?id=12566,en,[],['named WILLIAM'],['william'],[],[],[],['face'],['5  2'],"[5, 2]",[],[],[],[],[],[],[],[],[],[62],[],[],[]
204,Louisiane,Le Courrier de la Louisiane,1809-10-13,"20 dollars Reward.
RANAWAY on Sunday the 8th instant, a NEGRO man named
AFRICA, about 26 years of age, 6 feet high, of an engaging
countenance and address, wears remarkable large whiskers [il
a de très-grands farfoutins], walks very erect, has the rim of
his left ear entirely off, supposed to be in fighting ; his feet
are remarkably small. He speaks very quick and with much
assurance, is fond of recommending himself, and, considering his condition, is possessed of much intelligence. He is a native
of Richmond (Virginia) and knows no other language than the
English. He is a good rope-maker, and is also expert at almost
any kind of work. He had on when he eloped a mixed cotton
overshirt and pantaloons, and a small old brown hat. The above
reward will be paid to the person who will apprehend and
secure him, and I hereby caution masters of vessels and others
against aiding or assisting him in escaping.
B. Marshall.
October 13.",https://www.marronnage.info/fr/document.php?id=12567,en,[],[],[],[],[],[],['ear'],[],[],['26 '],[26],[],['man'],[],[],[],[1],[],[],['20 dollars'],[489],[20]
205,Louisiane,Le Courrier de la Louisiane,1809-10-16,"Ten Dollars Reward
WILL be given by the subscriber to any person who will apprehend
the English negro by the name of GLASGOW, who
went away on the 13th inst [Vendredi dernier 13 de ce mois].
He had on when he ran off, a check shirt [vêtu d’une chemise
de ginga] and Russian duck pantaloons torn on the knees. He
is about 20 years of age, 5 feet 2 inches high ; branded on the
breast [etampe sur le sein droit] F. JAHAN. He was born in
Charleston, and this is the second time he ranaway. The first
time he was taken 9 leagues below this city and said it was he
[sic] intention to embark for Charleston [il cherchait a s’embarquer
pour retourner dans son pays]. Captains of vessels are
cautioned against harboring said slave.
LABARRE LACOUTURE.
October 16.",https://www.marronnage.info/fr/document.php?id=12568,en,[],['name of GLASGOW'],['glasgow'],[],[],[],['breast'],['5  2'],"[5, 2]",['20 '],[20],[],[],[],[],[],[],[],[62],['ten dollars'],[244],[10]
206,Louisiane,The Louisiana Gazette,1809-01-03,"50 Dollars will be Given
For apprehending A NEGRO MAN named JACK, but more
frequently called MORGAN. He is about 5 feet 6 inches high,
stout made, a good deal pock pitted, he took off with him a pair
of red pantaloons, a striped waistcoat, and a blanket great-coat,
with a variety of other clothes ; wore ear-rings ; and had about
50 dollars with him in money. Does not speak plain English,
and speaks a little French. He is supposed to have gone off
with two white men, one named Bazzle, the other a sailor, his
name not known ; but I have been informed that he is in company
with four men. It is thought he will attempt to go to the
Spanish country. The above reward will be given, if the said
slave is delivered to me at this place or one half, if secured in
any gaol, so that I get him again.
William Gillepsie
Fort Adams",https://www.marronnage.info/fr/document.php?id=12569,en,['Spanish'],"['named JACK', 'called MORGAN', 'named Bazzle']","['jack', 'bazzle']",['morgan'],['spanish'],[],['ear'],['5  6'],"[5, 6]",[],[],[],['MAN'],[],[],"['men', 'men']","[1, 2, 2]",[],[66],"['50 dollars', '50 dollars']","[1223, 1223]","[50, 50]"
207,Louisiane,The Louisiana Gazette,1809-01-17,"A RUNAWAY
IN the goal at Donaldson’s-Ville, county of Acadia, A RUNAWAY
NEGRO, of the Congo nation ; has remarkable thick
lips, and is aged about 21 or 22 years. Says he belongs to a Madame
Brenson of Bayou Sarah, and left there when the Cane
was about a foot high.
E.D. Turner, Judge",https://www.marronnage.info/fr/document.php?id=12570,en,['Congo'],[],[],[],['congo'],[],['lips'],[],[],['22 '],[22],[],[],[],[],[],[],[],[],[],[],[]
208,Louisiane,The Louisiana Gazette,1809-03-14,"RUNAWAY NEGRO
ABSCONDED from Point Coupée, An English Negro named
BOB—speaks but little English ; a blacksmith by trade ; about
4 feet 9 inches high, very stout ; has a large scar on the head,
and has lost a tooth in the upper jaw on the left side ; he is
about 25 or 30 years of age. It is suspected he has gone to
New-Orleans in one of the flats. A handsome reward, and all
the reasonable charges, will be paid to any person delivering
said negro to Mr. CHARLES GROSS in New-Orleans, or to
Mr. J. B. TOUNOIR, at Point Coupée, owner of said negro.",https://www.marronnage.info/fr/document.php?id=12571,en,['English'],[],[],[],['english'],[],[],['4  9'],"[4, 9]",['30 '],[30],[],[],[],[],[],[],[],[57],[],[],[]
209,Louisiane,The Louisiana Gazette,1809-03-21,"30 DOLLARS REWARD
RAN-AWAY on the 10th inst. from the subscribers, Iberville
district, TWO NEGRO MEN—one named JACOB, about 5
feet 5 or 6 inches high, well set ; has a down look when spoken
to ; his clothes not recollected—the other named LUKE, a
tall fellow, and has also a down look. They both are American
negroes ; about 22 years of age. We expect they have made for
New Orleans, and will probably pass for free men and want to
get on board of some vessel. The above reward will be given
for apprehending and securing said negroes so that we can get
them again, or giving information to KENNER & HENDERSON,
New-Orleans.
Erwin, Spraggins & Wright",https://www.marronnage.info/fr/document.php?id=12572,en,[],"['named JACOB', 'named LUKE']","['jacob', 'luke']",[],[],[],[],[],[],['22 '],[22],[],[],[],[],"['TWO NEGRO MEN', 'men']","[2, 2]",[],[],['30 dollars'],[733],[30]
210,Louisiane,The Louisiana Gazette,1809-05-23,"Twenty Dollards Reward
RAN-AWAY from the subscriber a Negro man named EDMON,
about 22 years of age, 5 feet 9 inches high, yellow complexion,
with a scar on one of his cheeks, had on when he
went away a suit of home spun, whoever will return said negro
to me, or deliver him to Mr. Joseph McNeil in New-Orleans,
shall be entitled to the above reward and all reasonable charges
paid.
Caleb Weeks
Bayou Sarah",https://www.marronnage.info/fr/document.php?id=12573,en,[],['named EDMON'],['edmon'],[],[],[],[],['5  9'],"[5, 9]",['22 '],[22],[],['man'],[],[],[],[1],[],[69],[],[],[]
211,Louisiane,The Louisiana Gazette,1809-06-06,"Twenty Dollars Reward
RAN-AWAY from the subscriber’s plantation about a league
and a half below the city, a mulatto man, named GEORGE,
about five feet, eight inches high, limps very much in one leg,
occasioned by a burn he got when young under his knee ; about
twenty-six years of age.—Also, a negro man named JACK,
about twenty-two years of age, five feet five inches high, has
an iron on one leg and a swelling under one of his ears. They
rode away a black stud horse and a light sorrel four year old
mare, with white face.
Whoever will apprehend said runaways shall receive the above
reward, or ten dollars for either.
SAMUEL PACKWOOD",https://www.marronnage.info/fr/document.php?id=12574,en,[],"['named GEORGE', 'named JACK']","['george', 'jack']",[],[],[],"['ears', 'face']",['five  five'],"[5, 5]","['twenty-six ', 'twenty-two ']","[26, 22]",[],"['man', 'man']",[],[],[],"[1, 1]",[],[65],"['twenty dollars', 'ten dollars']","[489, 244]","[20, 10]"
212,Louisiane,The Louisiana Gazette,1809-06-06,"Ten Dollars Reward
RAN-AWAY from the subscriber, on the 25th instant,
A NEGRO MAN,
Named Bill or William, about 5 feet 10 inches high, 28 years
of age, has lost two teeth in front, and has an impediment in
his speech when angry ; speaks English only, is a tolerable
good carpenter and an excellent sawer & hewer ;—is a native
of Charleston, South Carolina. Whoever delivers said negro to
the subscriber or send him to any jail within this territory, shall
receive the above reward.
GEO. W. DEWEES",https://www.marronnage.info/fr/document.php?id=12575,en,[],['Named Bill'],[],[],[],[],[],['5  10'],"[5, 10]",['28 '],[28],[],['MAN'],[],[],[],[1],[],[70],['ten dollars'],[244],[10]
213,Louisiane,The Louisiana Gazette,1809-07-11,"Twenty Dollars Reward
RAN-AWAY on the 6th July, 1809, from on board the Brig
Spanish Lady, of Norfolk, R. Hurst, Master, a colored lad
about 18 or 19 years old, 5 feet 7 or 8 inches high, speaks
French, Spanish and English, by the name of CHRISTIAN,
but it is likely he will change his name, as he has obtained a
free pass in French since he went off, and been seen in the back
of the town. All persons are forewarned harboring the above
lad—Masters of vessels & patroons are also forewarned from
employing or carrying off the said runaway. The above reward
will be paid by Mr. James Johnson of Orleans or the owner at
the Balize.
WILLIAM ALLEN.",https://www.marronnage.info/fr/document.php?id=12576,en,[],['name of CHRISTIAN'],['christian'],[],[],[],[],['5  7'],"[5, 7]",['19 '],[19],[],"['lad', 'lad']",[],[],[],"[1, 1]",[],[67],['twenty dollars'],[489],[20]
214,Louisiane,The Louisiana Gazette,1809-10-17,"20 Dollars Reward.
RAN-AWAY on the 3d inst. from the plantation, about four
miles from town, a mulatto man named
GEORGE, about 5 feet 6 inches high, limps in walking very much in his
right leg, in consequence of being burnt very young. He is supposed
to have gone up the river with a white man by the name
of Butler, who will probably endeavor to pass him as his own
or as a free man. He had on when away a checked shirt and
trowsers. […]
For Samuel Packwood
Henry Packwood",https://www.marronnage.info/fr/document.php?id=12577,en,[],[],[],[],[],[],[],['5  6'],"[5, 6]",[],[],[],"['man', 'man', 'man']",[],[],[],"[1, 1, 1]",[],[66],['20 dollars'],[489],[20]
215,Louisiane,The Louisiana Gazette,1809-11-28,"Ten Dollars Reward
RAN-AWAY on the 22d. inst. from the plantation of Mr. Wm.
Brown a negro named
FRANCOIS
about 5 feet (French measure) in height, has a down cast look,
speaks French and a little broken English ; had on when he
went off an old capo coat and cloth trowsers. He was bought
from Mr. Garland’s estate.
B. CENAS, sheriff",https://www.marronnage.info/fr/document.php?id=12578,en,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ten dollars'],[244],[10]
216,Louisiane,The Louisiana Gazette,1809-12-08,"20 Dollars Reward
RAN-AWAY from the subscriber living at Bayou Tunica on
the 20th instant, a Negro fellow named KIT, about 27 years
of age, 5 feet 7 or 8 inches high, stout made, large eye brows,
speaks quick when spoken to, had on when he went away, a
tow linnen shirt and pantaloons, an old round about cloth coat,
and wool hat, and took with him a three point blanket. The
above reward will be paid to any person that will confine said
negro in any jail out of this province or ten dollars if apprehended
within it, so that the owner may get him.
Isaac Brumfield
West Florida, Bayou Tunica",https://www.marronnage.info/fr/document.php?id=12579,en,[],['named KIT'],['kit'],[],[],[],['eye'],['5  7'],"[5, 7]",['27 '],[27],[],[],[],[],[],[],[],[67],"['20 dollars', 'ten dollars']","[489, 244]","[20, 10]"
217,Louisiane,The Louisiana Gazette,1809-12-08,"Ten Dollars Reward
WILL be given for the apprehension and safely lodging in
goal, a runaway negro man named MOSES ; who left my plantation
on the 28th of October last. Said negro had on when he
went off, a grey round-about jacket, a corduroy pair of pantaloons,
and a white military waistcoat. Said negro is stout well
maid, about 5 feet 7 inches high, has a slow walk and sour
countenance. The above reward will be paid by the owner and
subscriber near Pinckneyville, Mississippi Territory, or on delivering
him to T. & D. Urquhart, merchants in New-Orleans,
and all reasonable charges allowed if delivered at the house of
the subscriber.
Martagh Gorry
Pinckneyville, M. T.",https://www.marronnage.info/fr/document.php?id=12584,en,[],['named MOSES'],['moses'],[],[],[],[],['5  7'],"[5, 7]",[],[],[],['man'],[],[],[],[1],[],[67],['ten dollars'],[244],[10]
218,Louisiane,L'Ami des Lois,1810-01-18,"RUN AWAY
A Spanish negroe named Jose, having three fingers of his left
hand cut off.—It is supposed that he has sold his clothes and a
blanket, to buy liquors on the last festival days, which prevents
him to come back to his master. Any person who would bring
him to M. DeBellegarde or in preference into Jail, shall receive
ten Dollars reward.
9. Jan.",https://www.marronnage.info/fr/document.php?id=12585,en,[],['named Jose'],['jose'],[],[],[],['hand'],[],[],[],[],[],[],[],[],[],[],[],[],['ten dollars'],[244],[10]
219,Louisiane,Le Télégraphe,1810-10-10,"Notice.
Jean Louis, Sam & James, the Negroes belonging to the printing
Office of the Courrier, who ran-away yesterday, have been
brought there[…]. As they must never go out without having a
permission written and dated, I request all persons who could
meet them after a curfew’s bell without such permission to
stop and commit them.
New-Orleans 10 October 1810.
THIERRY.",https://www.marronnage.info/fr/document.php?id=12636,en,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
220,Louisiane,Le Télégraphe,1810-10-10,"Ten Dollars Reward.
RANAWAY from the subscriber’s, a Negroe man imported
from Jamaica named PAUL, and formerly Greenwhich, speaking
only English, bearing on his shoulders the mark I. D. and
on the back some lashing scars which he received from his
first masters. He is 28 to 30 years old, 5 feet and 3 inches high
french measure, of a dark complexion although having thin
legs. He was dressed when he ranaway with an old great coat
and a pantalon of white coarse linen. Captains or any other
person are requested not to harbour him under the penalties
incurred by law. The above reward will be given to any person
bringing him back to his master or lodging him in one of the
jails of the territory.
LAURENT BASILE,
At Mr. Fortier’s.
October 10.",https://www.marronnage.info/fr/document.php?id=12637,en,[],['named PAUL'],['paul'],[],[],[],[],[],[],['30 '],[30],[],['man'],[],[],[],[1],[],[],['ten dollars'],[244],[10]
221,Louisiane,Le Courrier de la Louisiane,1810-03-24,"Ran away from the subscriber, on the 7th instant, a negro boy
named Cipio, well known in town as a bread seller. He had on
an iron collar fastened with a French padlock, though probably
he may have got it off. Ten dollars reward will be paid to any
person apprehending and delivering him to Claude Guillaud,
baker, St. Anne Street. If he returns of his accord he will be
forgiven.
March 21.",https://www.marronnage.info/fr/document.php?id=12638,en,[],['named Cipio'],['cipio'],[],[],[],[],[],[],[],[],[],['boy'],[],[],[],[1],[],[],['ten dollars'],[244],[10]
222,Louisiane,Le Courrier de la Louisiane,1810-03-24,"40 dollars reward for four runaway slaves, to wit :
A negro named Jim, speaking Enlish, about 30 years of age,
having two fingers of his right hand wounded. A negro woman
named Harriet, Canga born, about 35 years of age, speaks
French, belonging formerly to Mrs Delaure. She is very small.
Two other negro wenches, born in Senegal, the first one named
Marianne, very tall and handsome ; the other named Junon, is
very fat and of a middle stature, in the country since two years. Ten dollars for each will be paid on their being delivered to the
jailer or to the subscriber, or half of that to the person giving
sufficient information to lead to their place of abode.
Charles Gross, Faubourg Ste-Marie.
March 19.",https://www.marronnage.info/fr/document.php?id=12639,en,[],"['named Jim', 'named Harriet', 'named Junon']","['jim', 'harriet', 'junon']",[],[],[],['hand'],[],[],"['30 ', '35 ']","[30, 35]",[],[],['woman'],['wenches'],[],[],"[1, 2]",[],"['40 dollars', 'ten dollars']","[978, 244]","[40, 10]"
223,Louisiane,Le Courrier de la Louisiane,1810-03-24,"Runaway from the plantation of Mr. Jacques Romain, in the
county of Acadia, an English Negro, named Dio, 20 years of
age, 6 feet high French measure ; thick and long face, large
chin, thick lips, has his teeth so far apart that some appear missing
; has big legs, is well made, has a scar above the eye brow
occasioned by the kick of the horse. Said negro speaks nothing
but English. A generous reward will be given to the person
who will lodge him in any jail of this territory or deliver him
to his owner.",https://www.marronnage.info/fr/document.php?id=12640,en,['English'],['named Dio'],['dio'],[],['english'],[],"['face', 'chin', 'lips', 'eye']",[],[],['20 '],[20],[],[],[],[],[],[],[],[],[],[],[]
224,Louisiane,Le Courrier de la Louisiane,1810-03-24,"Ran away about ten days ago from the subscriber, a young
mulatto, a shoemaker, named Pierre, about 20 years of age, 5
feet 2 or 3 inches high, speaks good French and English ; he
had on when he went away, a white shirt, a jacket with yellow
buttons on, blue cloth pantaloons, a white under waistcoat, a
black beaver hat, stockings and shoes. The above reward will
be given to the person apprehending and lodging him in the
jail of this city. John Thibaut.
March 9.",https://www.marronnage.info/fr/document.php?id=12641,en,[],['named Pierre'],['pierre'],[],[],['shoemaker'],[],[],[],['20 '],[20],[],[],[],[],[],[],[],[],[],[],[]
225,Louisiane,Le Courrier de la Louisiane,1810-12-10,"TEN DOLLARS REWARD.
RANAWAY, a Negro named William, about 26 years of age,
marked D C on the left breast, of the middle size, speaking bad
French and English with difficulty. He ran off from on board
the schooner Créole de l’Attakapas, the 6th instant, having on
a blanket coat ; and it is believed he is in the suburb St. Mary.
He is known by several negroes, and particularly by two belonging
to Mr. George W. Morgan, and he has been seen with
a Negress of Mr. August, living in said subueb [sic]. The above
reward will be paid by the subscriber, on securing him in jail.
SIMON LAIGNEL.
December 10.",https://www.marronnage.info/fr/document.php?id=12671,en,[],['named William'],['william'],[],[],[],['breast'],[],[],['26 '],[26],[],[],[],[],[],[],[],[],['ten dollars'],[244],[10]
226,Louisiane,Le Courrier de la Louisiane,1810-12-17,"RAN-AWAY from the subscriber, residing in Poydras street in
the suburb St. Mary, on the morning of the 15th instant, a Negro
wench, Ibo by birth, about 28 or 30 years of age, having a
slender stature and a dark red complexion. Her teeth are sharp,
and she speaks equally bad English and French. She wore at
her departure a gown with an old great coat. She is branded on
the breast C and R. A liberal reward will be given to any person
securing her in jail, or delivering her to the subscriber, or to
Mr. Gravier her master.
SIMON MILLET.
December 17.",https://www.marronnage.info/fr/document.php?id=12672,en,['Ibo'],[],[],[],['ibo'],[],['breast'],[],[],['30 '],[30],[],[],['wench'],[],[],[],[1],[],[],[],[]
227,Louisiane,Le Courrier de la Louisiane,1810-12-19,"80 Dollars Reward,
FOR the apprehension of the following negroes, who ran-away
from the plantation of the subscriber, on Second Creek, 10 miles
from Natchez, on the night of the 10th instant, viz.
Juba, 5 feet 4 or 5 inches high, large mouth, 35 years of age—
his cloathing, a blanket coat and blanket, cotton home-spun
shirt, cotton and wool pantaloons.
William (calls himself Bill Freeman) of yellow complexion
[d’un noir tirant sur le jaune], 5 feet 9 or 10 inches high, 27
years of age, has hollow cheeks, round shouldered and stoops
forward, smiles when spoken to.
Travis [FRANCIS], about 6 feet high, very stout built, 32 years
of age, and has a coarse voice.
Sam, or Simon, 5 feet 10 or 11 inches high, 30 years of age,
very black complexion, thick lips, the lower one hanging
down, legs bending backwards, each side of his forehead very
scant of hair.
All Americans born, and the three last have cloathing in general
similar to Juba.
The above reward for all, or a proportion for either will be
given if secured in any jail in this or the adjoining territory, so
that I can recover them. All masters of vessels are cautioned
against receiving them at their peril.
Natchez, 12th December, 1810,
Abner Green.
Dec. 19.",https://www.marronnage.info/fr/document.php?id=12673,en,[],[],[],[],[],[],"['lips', 'forehead', 'hair']","['5  4', '5  9', '5  10']","[5, 4, 5, 9, 5, 10]","['35 ', '32 ', '30 ']","[35, 32, 30]",[],[],[],[],[],[],[],"[64, 69, 70]",['80 dollars'],[1956],[80]
228,Louisiane,Le Courrier de la Louisiane,1810-12-26,"RUN AWAY from the plantation of Messrs. Bonne and Mourlot,
lately belonging to Mr. De Gruys, a Negro Congo named
Smith, 24 or 26 years old, five feet 4 or 5 inches high, speaking
French and English broken [parlant mauvais Français et mauvais Anglais], stout, very black, blubber lips, bearing some
country marks on his breast and branded on the shoulders [sur
l’epaule]. He was dressed when he run away with a great coat,
pantaloon of coarse blue cloth and a red flannel shirt. A liberal
reward will be given to any person who will bring him to his
master or commit him to jail. Captains of vessels are requested
not to take him or harbour him on board under penalties incurred
by law.
December 26.",https://www.marronnage.info/fr/document.php?id=12674,en,[],[],[],[],[],[],"['lips', 'breast']",['five  4'],"[5, 4]",['26 '],[26],[],[],[],[],[],[],[],[64],[],[],[]
229,Louisiane,Le Courrier de la Louisiane,1810-12-28,"RUN-AWAY NEGRO, Committed to the Jail.—A new-negro
Congo from twenty to 25 years old, five feet high, dressed with
a pantaloon of coarse blue cloth, great-coat, and blanket. He
can’t give any information relative to his master.
P. [B] PUCHE
December 28.",https://www.marronnage.info/fr/document.php?id=12675,en,[],[],[],[],[],[],[],['five  high'],"[5, 0]",['25 '],[25],[],[],[],[],[],[],[],[60],[],[],[]
230,Louisiane,Le Courrier de la Louisiane,1810-12-31,"RUN-AWAY from the subscriber’s, a young negro named
Ned or Leveille, speaking French and English, creole from
Charleston, 5 feet 3 inches high, from 17 to 18 years old, well
looking and swift. He was dressed when he runaway with a
pantaloon and a round jacket of coarse brown cloth. A liberal
reward will be given to any person bringing him to his master
or committing him to jail. Captains of vessels are requested not
to conceal or harbour him under penalties incurred by law.
Badins,
Bayou street, between Bourbon and Dauphine streets.
December 31.",https://www.marronnage.info/fr/document.php?id=12676,en,[],[],[],[],[],[],[],['5  3'],"[5, 3]",['18 '],[18],[],[],[],[],[],[],[],[63],[],[],[]
231,Louisiane,The Louisiana Gazette,1810-02-27,"RAN-AWAY about a fortnight ago, a negro man named JOHN,
by trade a Carpenter, middle size, and about 22 years of age.
He was imported per brig Reliance, Capt. Danill from Charleston,
about six weeks ago—The usual reward will be given for
apprehending and lodging him in jail.
Thomas Baily",https://www.marronnage.info/fr/document.php?id=12677,en,[],['named JOHN'],['john'],[],[],[],[],[],[],['22 '],[22],[],['man'],[],[],[],[1],[],[],[],[],[]
232,Louisiane,The Louisiana Gazette,1810-05-03,"Twenty-five Dollars Reward
RAN AWAY from the plantation of Messrs. Erwin & Spraggans,
in the parish of Iberville, on the 27th ultimo, a negro man
about 24 years of age, 5 feet 7 or 8 inches high, complexion
inclined to yellow. Had on when he went away, a pair of velvet
pantaloons and blue cloth coat ; he had also sundry other
clothes not recollected. The above reward with all reasonable
charges will be paid for securing him in any jail in this territory.
Masters of vessels and others are forewarned harboring said
negro.
Kenner & Henderson",https://www.marronnage.info/fr/document.php?id=12678,en,[],[],[],[],[],[],[],['5  7'],"[5, 7]",['24 '],[24],[],['man'],[],[],[],[1],[],[67],['twenty-five dollars'],[611],[25]
233,Louisiane,The Louisiana Gazette,1810-05-09,"25 Dollars Reward
WILL be paid for apprehending negro JOE, the property of
Wm. Kenner. He is about 25 years old, stout and well made—
his dress cannot be accurately described, as he has with him a
variety of cloathing. He is supposed to be lurking about town
or in its vicinity—masters of vessels and others are forbid harboring
the said negro at ther peril.
Kenner & Henderson",https://www.marronnage.info/fr/document.php?id=12679,en,[],[],[],[],[],[],[],[],[],['25 '],[25],[],[],[],[],[],[],[],[],['25 dollars'],[611],[25]
234,Louisiane,The Louisiana Gazette,1810-05-19,"Twenty Dollars
WILL be paid by the printer hereof, for apprehending a negro
boy named JIM—he is about 12 years old, speaks French and
English, and has a sly roguish look. Had on when he went
away, nankeen trowsers and a check shirt, and has also with
him cloaths of other description. He has been absent 10 or 12
days, and is supposed to be now lurking about the city or its
vicinity.
Masters of vessels and others are forewarned harboring said
runaway, at their peril.",https://www.marronnage.info/fr/document.php?id=12680,en,[],['named JIM'],['jim'],[],[],[],[],[],[],['12 '],[12],[],['boy'],[],[],[],[1],[],[],['twenty dollars'],[489],[20]
235,Louisiane,The Louisiana Gazette,1810-06-07,"Twenty Dollars Reward
RAN AWAY from the plantation lately the property of Wm.
Brown, the following Negroes, to wit.
The negro GRAND JACK, from 30 to 35 years old, from 5
feet 4 inches to 5 feet 9 inches ; a native of Bambara, speaking
very bad English ; he has on his face several notchings.
The negro GRAND GEORGE, born in Philadelphia, speaking
good English and a little French, about 30 years of age, 5 feet 5
or 6 inches high ; the great toe of his right foot is deformed.
B. Cenas",https://www.marronnage.info/fr/document.php?id=12681,en,[],[],[],[],[],[],['face'],"['5  9', '5  5']","[5, 9, 5, 5]","['35 ', '30 ']","[35, 30]",[],[],[],[],[],[],[],"[69, 65]",['twenty dollars'],[489],[20]
236,Louisiane,The Louisiana Gazette,1810-07-04,"20 Dollars Reward
RAN-AWAY from the sugar plantation of Richard Butler &
Samuel McCutchon, on the second instant, a likely negro lad
named SIMON, lately from Baltimore, about 20 years of age,
5 feet 6 or 7 inches high, has a scar on his last cheeck, and
one on his forehead, handsome features :—had on when he
went away, a tow linen shirt and trowsers, black hat and sundry
other apparel. It is supposed he will endeavor to get off in the
shipping for the eastern states.—Ten dollars reward will be
paid if taken within the county of Orleans, and twenty if out of the county, with all reasonable expences if brought home, or
delivered to Messrs. Kenner and Henderson of New Orleans.
Masters of vessels and others are forbid harboring or taking off
said run-away at their peril.",https://www.marronnage.info/fr/document.php?id=12682,en,[],['named SIMON'],['simon'],[],[],[],['forehead'],['5  6'],"[5, 6]",['20 '],[20],[],['lad'],[],[],[],[1],[],[66],['20 dollars'],[489],[20]
237,Louisiane,The Louisiana Gazette,1810-07-09,"Ten Dollars Reward,
WILL be given for apprehending a Mulatto wench named
AMELIA, who absconded on Tuesday last. She is about twenty
years of age, five feet high, somewhat pitted with the small
pox. Her clothing cannot be described. She has been frequently
seen in the Fauxbourg St. Mary.
S. D. Heap.
N.B. All persons whatsoever are forewarned against harboring,
employing or carrying off said wench, under pain of being prosecuted
with the utmost rigor of the law.",https://www.marronnage.info/fr/document.php?id=12683,en,[],[],[],[],[],[],[],['five  high'],"[5, 0]",[],[],[],[],"['wench', 'wench']",[],[],[],"[1, 1]",[60],['ten dollars'],[244],[10]
238,Louisiane,The Louisiana Gazette,1810-07-12,"Runaway
WAS committed to the prison in the parish of Baton Rouge,
about the beginning of October last, a negro man named TOM
; says he belongs to Peter Cheetham, inkeeper in the town of
Columbia, state of Kentucky. Tom is stout and well made,
about 5 feet 6 inches high, speaks English only, and has a scar
on his forehead, remarkable big feet, and one of his toes on the
left foot much smaller than natural.
The owner is requested to prove property, pay charges and take
him away.
W. Wickoff, Jr.
Judge of the Parish of Baton Rouge",https://www.marronnage.info/fr/document.php?id=12684,en,[],['named TOM'],['tom'],[],[],[],['forehead'],['5  6'],"[5, 6]",[],[],[],['man'],[],[],[],[1],[],[66],[],[],[]
239,Louisiane,The Louisiana Gazette,1810-07-27,"Twenty Dollars Reward
RAN-AWAY from the subscriber a negro man named LEWIS,
born in Norfolk, Virginia ; a smart intelligent fellow, not very
black, rather inclining to yellow, about 30 years of age, 5 feet
6 or 7 inches high. He has been hired in the Navy-Yard, and
has also been employed to a Mr. Cole. He has been seen with a
written paper, something like an emancipation for another negro,
signed by Wm. Brown, the late collector, who absconded.
It is supposed he will change his name and most likely pass for
a freeman. […]
M. Chabot
N.B. Masters of vessels are forbid harboring said negro.",https://www.marronnage.info/fr/document.php?id=12685,en,[],['named LEWIS'],['lewis'],[],[],[],[],[],[],['30 '],[30],[],['man'],[],[],[],[1],[],[],['twenty dollars'],[489],[20]
240,Louisiane,The Louisiana Gazette,1810-08-30,"Forty Dollars Reward
RAN AWAY from the subscriber, a negro man named TOBY,
aged about 24 years, tall & well made, of a reddish color, having a scar on the back of his head and several on his breast,
full face and large whiskers, when he absconded. He speaks
English and French very well, and is active in managing cattle.
The above reward will be paid to any person who will cause
him to be secured, or delivered to the undersigned.
Geo. W. Morgan
New Orleans, August 30",https://www.marronnage.info/fr/document.php?id=12686,en,[],['named TOBY'],['toby'],[],[],[],"['breast', 'face']",[],[],['24 '],[24],[],['man'],[],[],[],[1],[],[],['forty dollars'],[978],[40]
